pair,df,p,idk
BCHUSDTM-CROUSDTM,-1.4058667136992926,0.5794603328533519,17
BCHUSDTM-TRXUSDTM,-1.185254497286441,0.6799064740179224,8
BCHUSDTM-IOTXUSDTM,-2.0853880317787596,0.2504305933836172,6
BCHUSDTM-FILUSDTM,-1.63349314184192,0.4656627976780684,4
BCHUSDTM-DGBUSDTM,-1.964547163664313,0.30233092056549626,17
BCHUSDTM-ADAUSDTM,-0.8160770711604125,0.8143538745626739,6
BCHUSDTM-GALAUSDTM,-1.5137864024828058,0.5266807137123818,6
BCHUSDTM-ENSUSDTM,-2.5075009135148636,0.11365992240678252,8
BCHUSDTM-AAVEUSDTM,-1.5142880203376734,0.5264317917014304,7
BCHUSDTM-ATOMUSDTM,-0.712309234448952,0.8435353534365466,6
BCHUSDTM-SUSHIUSDTM,-1.5055492807872526,0.5307644246812325,17
BCHUSDTM-SXPUSDTM,-1.769284133305084,0.39581432972625485,5
BCHUSDTM-ROSEUSDTM,-2.2709825665320014,0.18149749489941602,5
BCHUSDTM-WAXPUSDTM,-1.439650989334395,0.5631263403031753,3
BCHUSDTM-API3USDTM,-1.9362912616098684,0.3151857880033209,6
BCHUSDTM-BATUSDTM,-0.8889546814300078,0.791588034214648,7
BCHUSDTM-RNDRUSDTM,-1.8034244608066883,0.37876287418120314,10
BCHUSDTM-DYDXUSDTM,-1.5455929369597456,0.5108488243338511,15
BCHUSDTM-AXSUSDTM,-0.5937726439379989,0.8723829545284058,19
BCHUSDTM-BSVUSDTM,-2.0354987019320254,0.2712282486665642,5
BCHUSDTM-CRVUSDTM,-1.426329382901343,0.5695904352224611,6
BCHUSDTM-COMPUSDTM,-0.9039621698559747,0.7866648179757756,6
BCHUSDTM-XTZUSDTM,-1.5019442406315875,0.5325493325466845,8
BCHUSDTM-KNCUSDTM,-0.6565275320378183,0.8576909302292888,8
BCHUSDTM-HBARUSDTM,-1.3206025132402517,0.619694726763918,7
BCHUSDTM-THETAUSDTM,-1.4945042567281912,0.5362282315144519,6
BCHUSDTM-XMRUSDTM,-0.9437756460123504,0.7732150008511343,6
BCHUSDTM-OCEANUSDTM,-3.0326805338907628,0.03195312029016046,18
BCHUSDTM-DASHUSDTM,-1.0420129179950903,0.7376344403604242,13
BCHUSDTM-MIRUSDTM,-0.9740781577457446,0.7626009147749798,12
BCHUSDTM-CHRUSDTM,-1.8009907416512803,0.37996992893426884,7
BCHUSDTM-GRTUSDTM,-1.3506128626157636,0.6057108242586644,12
BCHUSDTM-LINKUSDTM,-1.25954129221278,0.6474730986008403,6
BCHUSDTM-DOGEUSDTM,-1.4161362134607565,0.5745162352571515,6
BCHUSDTM-XLMUSDTM,-1.4492667980369707,0.5584426249343513,5
BCHUSDTM-NEOUSDTM,-3.166831464486602,0.02198668660251139,7
BCHUSDTM-UNIUSDTM,-1.071773499088326,0.7261960719442566,11
BCHUSDTM-XEMUSDTM,-1.433062862088358,0.5663267873828803,9
BCHUSDTM-ETCUSDTM,0.04334357979692325,0.9619731224959832,12
BCHUSDTM-CELOUSDTM,-1.5222311146151726,0.5224866673373012,19
BCHUSDTM-SOSUSDTM,-1.4916312379819596,0.5376471089309298,8
BCHUSDTM-SANDUSDTM,-1.186097762841909,0.6795473309233677,6
BCHUSDTM-IOSTUSDTM,-1.408817421772467,0.5780417117049218,18
BCHUSDTM-KSMUSDTM,-2.085658033279194,0.25032054619941746,7
BCHUSDTM-YFIUSDTM,-1.1273835570177329,0.7040290569297097,15
BCHUSDTM-ENJUSDTM,-1.32760186934759,0.6164517449839698,6
BCHUSDTM-NEARUSDTM,-1.621630584979485,0.47187454826034547,7
BCHUSDTM-MATICUSDTM,-1.161500938300647,0.6899340274485726,6
BCHUSDTM-IMXUSDTM,-1.718217104526007,0.4217517601160041,12
BCHUSDTM-OMGUSDTM,-2.1293015141417815,0.2328966810762706,6
BCHUSDTM-NFTUSDTM,-1.5722920818983437,0.49749542543152386,8
BCHUSDTM-C98USDTM,-2.334356597968814,0.1611265314606417,6
BCHUSDTM-SHIBUSDTM,-1.3102639865277785,0.6244635427447146,18
BCHUSDTM-ALGOUSDTM,-1.6904219467012978,0.4360540119557018,6
BCHUSDTM-SOLUSDTM,-1.1617828588499444,0.6898160325194673,8
YGGUSDTM-SNXUSDTM,-1.704888760490444,0.42859541700171233,13
YGGUSDTM-LRCUSDTM,-1.0103388643392117,0.7494747845994921,6
YGGUSDTM-AGLDUSDTM,-1.4024990741068133,0.5810774462827468,11
YGGUSDTM-FLOWUSDTM,-2.2151331966306635,0.20079889770321296,13
YGGUSDTM-EOSUSDTM,-1.6146212731939338,0.4755502602950655,11
YGGUSDTM-RVNUSDTM,-1.8694300921674598,0.3465759438526882,18
YGGUSDTM-CHZUSDTM,-1.7170754818910592,0.42233684274740313,17
YGGUSDTM-QTUMUSDTM,-0.24084170354436285,0.933475054116524,7
YGGUSDTM-ICPUSDTM,-2.71289774017932,0.07183286535902753,2
YGGUSDTM-ALICEUSDTM,-2.3197764743981586,0.1656689696978167,8
YGGUSDTM-LINAUSDTM,-2.1422412892356686,0.22787172473024436,8
YGGUSDTM-DOTUSDM,-2.5979511623246947,0.09342146033177989,8
YGGUSDTM-WAVESUSDTM,-2.156853260029236,0.22227605505824766,11
YGGUSDTM-LTCUSDTM,-2.9292124860109303,0.042054918123492234,11
YGGUSDTM-CTSIUSDTM,-2.722003081513092,0.07030755131278377,8
YGGUSDTM-LUNAUSDTM,-1.0478836904014683,0.735401898647932,11
YGGUSDTM-CROUSDTM,-2.848926582035876,0.05161766019169678,6
YGGUSDTM-TRXUSDTM,-1.6059844764301758,0.48058664284045477,8
YGGUSDTM-IOTXUSDTM,-1.76393180371193,0.3985097880388648,8
YGGUSDTM-FILUSDTM,-2.6860945950064186,0.0764755757618155,8
YGGUSDTM-DGBUSDTM,-3.0274432782737053,0.03240981460539324,9
YGGUSDTM-ADAUSDTM,0.12498522853471636,0.967726128260222,10
YGGUSDTM-GALAUSDTM,-3.2620809750673714,0.016660912166353025,9
YGGUSDTM-ENSUSDTM,-1.7482660465962732,0.4064314435460309,12
YGGUSDTM-AAVEUSDTM,-1.8071902624278133,0.37689781639285846,10
YGGUSDTM-ATOMUSDTM,-1.3200357672004144,0.6199568094581828,6
YGGUSDTM-SUSHIUSDTM,-2.372074213397808,0.14977385555951,8
YGGUSDTM-SXPUSDTM,-2.3125358247997307,0.16795678814243614,8
YGGUSDTM-ROSEUSDTM,-1.2073547166584484,0.6704239232805733,8
YGGUSDTM-WAXPUSDTM,-3.954333288757334,0.0016694468738843822,4
YGGUSDTM-API3USDTM,-3.1675119735300106,0.021943926625674685,6
YGGUSDTM-BATUSDTM,-2.1231588312683223,0.23530485171457277,9
YGGUSDTM-RNDRUSDTM,-2.24617083328821,0.1899166589577776,8
YGGUSDTM-DYDXUSDTM,-2.585517122840317,0.09602768086926838,8
YGGUSDTM-AXSUSDTM,1.5945085874026077,0.9978410071759387,19
YGGUSDTM-BSVUSDTM,-2.0386381378783796,0.26989268654788556,7
YGGUSDTM-CRVUSDTM,-2.302808418627071,0.1710638004308494,8
YGGUSDTM-COMPUSDTM,-1.8369224930157055,0.3622908169014873,6
YGGUSDTM-XTZUSDTM,-3.3575386995383307,0.01249440053103326,6
YGGUSDTM-KNCUSDTM,-1.9842115571896202,0.29353839787803226,9
YGGUSDTM-HBARUSDTM,-1.971967661611589,0.29899791406319326,8
YGGUSDTM-THETAUSDTM,-3.232743785191302,0.018165871322295597,6
YGGUSDTM-XMRUSDTM,-1.7363340116373538,0.4124959714622062,9
YGGUSDTM-OCEANUSDTM,-1.4531473608005758,0.5565484013282969,11
YGGUSDTM-DASHUSDTM,-0.9732140267611836,0.762908090862349,17
YGGUSDTM-MIRUSDTM,-0.7433153240771323,0.8352086986900894,14
YGGUSDTM-CHRUSDTM,-2.028622970379923,0.2741656257659755,10
YGGUSDTM-GRTUSDTM,-2.6075467650552593,0.09144751458862233,11
YGGUSDTM-LINKUSDTM,-2.921823575102219,0.04286843391345888,8
YGGUSDTM-DOGEUSDTM,-2.305696841929038,0.17013720916302005,14
YGGUSDTM-XLMUSDTM,-2.4226642203324142,0.13544150458690596,8
YGGUSDTM-NEOUSDTM,-1.7974315196949715,0.38173761636501763,8
YGGUSDTM-UNIUSDTM,-2.074217295815686,0.2550075160683134,16
YGGUSDTM-XEMUSDTM,-2.5400836962769167,0.10602357242154575,8
YGGUSDTM-ETCUSDTM,-0.3910939802940371,0.9115751777608331,12
YGGUSDTM-CELOUSDTM,-2.0960108561772373,0.24612167890244802,10
YGGUSDTM-SOSUSDTM,-2.4414476845831734,0.13037809020514046,8
YGGUSDTM-SANDUSDTM,-2.045270065389911,0.267083048418253,9
YGGUSDTM-IOSTUSDTM,-2.5211597992213988,0.11041043247250915,11
YGGUSDTM-KSMUSDTM,-1.8047185267033592,0.37812160527434036,10
YGGUSDTM-YFIUSDTM,-2.464454655449949,0.12436412152848403,5
YGGUSDTM-ENJUSDTM,-2.016815372114545,0.2792491605085911,16
YGGUSDTM-NEARUSDTM,-2.893731154864688,0.04608185036130343,8
YGGUSDTM-MATICUSDTM,-2.8384295418357137,0.05299059029902952,8
YGGUSDTM-IMXUSDTM,-0.9304604131676667,0.7777759615512287,16
YGGUSDTM-OMGUSDTM,-1.655122911963153,0.4543700627059454,6
YGGUSDTM-NFTUSDTM,-2.5259189334587924,0.10929464757098373,8
YGGUSDTM-C98USDTM,-2.2536668577156074,0.1873468016801827,6
YGGUSDTM-SHIBUSDTM,-2.14697340010181,0.2260503943103545,14
YGGUSDTM-ALGOUSDTM,-1.398854205362653,0.5828253034346359,10
YGGUSDTM-SOLUSDTM,-1.9017410709903202,0.33124249978912146,10
SNXUSDTM-LRCUSDTM,-1.0727907175987725,0.7257998072931582,12
SNXUSDTM-AGLDUSDTM,-1.1818641946393145,0.681348221384758,10
SNXUSDTM-FLOWUSDTM,-1.5839152042778537,0.4916682131644222,14
SNXUSDTM-EOSUSDTM,-1.4145573581536939,0.575277583763647,14
SNXUSDTM-RVNUSDTM,-1.7789345883341743,0.39096909250475004,11
SNXUSDTM-CHZUSDTM,-1.459792644438309,0.5532993779293462,8
SNXUSDTM-QTUMUSDTM,-0.329445620663538,0.9212291788904294,12
SNXUSDTM-ICPUSDTM,-1.5705054664756946,0.4983904676506167,6
SNXUSDTM-ALICEUSDTM,-1.3257386620321778,0.6173161394084563,8
SNXUSDTM-LINAUSDTM,-2.0862280244635474,0.2500883192892878,4
SNXUSDTM-DOTUSDM,-1.228666426966293,0.6611442011639606,8
SNXUSDTM-WAVESUSDTM,-1.6463992985654707,0.45891896724043846,8
SNXUSDTM-LTCUSDTM,-1.2642149915400696,0.6453809157005901,14
SNXUSDTM-CTSIUSDTM,-1.3191505815698708,0.6203659969854157,9
SNXUSDTM-LUNAUSDTM,-1.1353511708049693,0.7007704187422138,8
SNXUSDTM-CROUSDTM,-1.2742082304524573,0.6408879415978548,14
SNXUSDTM-TRXUSDTM,-1.3995199549160664,0.5825062365204442,8
SNXUSDTM-IOTXUSDTM,-1.2552874351915604,0.6493722279771712,12
SNXUSDTM-FILUSDTM,-1.623218980425284,0.4710421166346675,12
SNXUSDTM-DGBUSDTM,-1.4849481894391678,0.5409436802813588,8
SNXUSDTM-ADAUSDTM,-0.6375437402330292,0.8622710525587899,8
SNXUSDTM-GALAUSDTM,-1.6844238590459804,0.4391551127104897,6
SNXUSDTM-ENSUSDTM,-1.8081102637350714,0.3764426718877812,9
SNXUSDTM-AAVEUSDTM,-1.8367041803453585,0.3623972805615749,15
SNXUSDTM-ATOMUSDTM,-1.0430150052014313,0.7372542008588623,8
SNXUSDTM-SUSHIUSDTM,-1.250960872532294,0.6512987806587092,12
SNXUSDTM-SXPUSDTM,-1.140353537293085,0.6987141579920645,12
SNXUSDTM-ROSEUSDTM,-1.5886626621363797,0.4892861069508319,8
SNXUSDTM-WAXPUSDTM,-1.5201507554373,0.5235205449942637,6
SNXUSDTM-API3USDTM,-1.861925384275269,0.35017902156267267,8
SNXUSDTM-BATUSDTM,-0.8721818047419351,0.7969952804301521,8
SNXUSDTM-RNDRUSDTM,-1.777340036867496,0.3917683414584253,8
SNXUSDTM-DYDXUSDTM,-1.3608706866079099,0.6008848985826314,15
SNXUSDTM-AXSUSDTM,-0.1498354049967741,0.9442429007737658,17
SNXUSDTM-BSVUSDTM,-1.432637193919002,0.5665333283504936,14
SNXUSDTM-CRVUSDTM,-1.5498839061311727,0.5087061859842483,8
SNXUSDTM-COMPUSDTM,-0.8569250480919628,0.8018265970320593,12
SNXUSDTM-XTZUSDTM,-1.3979309083046358,0.5832676641165317,14
SNXUSDTM-KNCUSDTM,-0.8660856815941037,0.7989356807286732,8
SNXUSDTM-HBARUSDTM,-1.4550106974564976,0.555638038638528,8
SNXUSDTM-THETAUSDTM,-1.4046739209017558,0.580033342173689,14
SNXUSDTM-XMRUSDTM,-1.166021566728679,0.6880389959362285,8
SNXUSDTM-OCEANUSDTM,-1.614992748117405,0.47535536474166223,11
SNXUSDTM-DASHUSDTM,-1.129053152944843,0.7033479026078138,6
SNXUSDTM-MIRUSDTM,-1.1023650442381567,0.7141278318452603,15
SNXUSDTM-CHRUSDTM,-1.4186578944393549,0.5732993280710126,8
SNXUSDTM-GRTUSDTM,-1.0914620407611615,0.7184647067295274,8
SNXUSDTM-LINKUSDTM,-1.1752362647632433,0.6841567162260778,8
SNXUSDTM-DOGEUSDTM,-1.3720369384085402,0.5956061420669109,14
SNXUSDTM-XLMUSDTM,-1.3797132732213166,0.5919622677958576,14
SNXUSDTM-NEOUSDTM,-1.5748681315766138,0.49620457093098097,14
SNXUSDTM-UNIUSDTM,-1.1143308399572782,0.7093232275203358,14
SNXUSDTM-XEMUSDTM,-1.3466931852311677,0.6075488307779625,8
SNXUSDTM-ETCUSDTM,-0.3652170037441091,0.9157463172811697,14
SNXUSDTM-CELOUSDTM,-1.7045064265283327,0.4287921388577231,19
SNXUSDTM-SOSUSDTM,-1.4681433352501176,0.549207425057344,18
SNXUSDTM-SANDUSDTM,-1.2717897855633549,0.6419776960564774,8
SNXUSDTM-IOSTUSDTM,-1.3558731260121284,0.6032389058740092,12
SNXUSDTM-KSMUSDTM,-2.042377152059666,0.26830668634294663,15
SNXUSDTM-YFIUSDTM,-1.2990130205323795,0.6296237369294262,9
SNXUSDTM-ENJUSDTM,-1.3523645769462036,0.6048883229262384,8
SNXUSDTM-NEARUSDTM,-1.3189504110483043,0.6204585023651016,8
SNXUSDTM-MATICUSDTM,-1.3755658650620595,0.5939324880801882,8
SNXUSDTM-IMXUSDTM,-1.7285019123496639,0.4164904776838001,18
SNXUSDTM-OMGUSDTM,-2.4294504550463696,0.13359615421019205,4
SNXUSDTM-NFTUSDTM,-1.6320235546613353,0.4664316822189471,8
SNXUSDTM-C98USDTM,-2.4260872697051004,0.13450842260335882,6
SNXUSDTM-SHIBUSDTM,-1.4372325040961687,0.5643020366525673,8
SNXUSDTM-ALGOUSDTM,-1.1875381865669514,0.6789333652033488,8
SNXUSDTM-SOLUSDTM,-1.1755169073180733,0.6840380691124864,8
LRCUSDTM-AGLDUSDTM,-1.949805497809303,0.3090056457004464,12
LRCUSDTM-FLOWUSDTM,-1.0055082364759702,0.7512500004698657,12
LRCUSDTM-EOSUSDTM,-1.521414487575121,0.5228925584563087,13
LRCUSDTM-RVNUSDTM,-0.8313564499309536,0.8097374098198235,12
LRCUSDTM-CHZUSDTM,-0.7456934797279013,0.8345563401431858,12
LRCUSDTM-QTUMUSDTM,-2.5653559647235338,0.10037094284008757,13
LRCUSDTM-ICPUSDTM,-1.6075275759033782,0.4798111447588201,5
LRCUSDTM-ALICEUSDTM,-0.9279458266775397,0.7786302228515078,12
LRCUSDTM-LINAUSDTM,-0.9331041379458752,0.7768754029923111,12
LRCUSDTM-DOTUSDM,-0.7446001294526028,0.8348565037151027,12
LRCUSDTM-WAVESUSDTM,-0.597857974838851,0.8714653025692201,12
LRCUSDTM-LTCUSDTM,-0.8752288322086527,0.7960204402877076,12
LRCUSDTM-CTSIUSDTM,-0.9231132693794332,0.7802656313900336,12
LRCUSDTM-LUNAUSDTM,-0.2998378130093284,0.9255272996013353,12
LRCUSDTM-CROUSDTM,-0.7255133766689881,0.8400298631108706,12
LRCUSDTM-TRXUSDTM,-0.6282837564436253,0.8644621377342543,12
LRCUSDTM-IOTXUSDTM,-1.4437238662506473,0.5611442788435275,12
LRCUSDTM-FILUSDTM,-0.7348948728735258,0.8375027886121806,15
LRCUSDTM-DGBUSDTM,-0.9781212343152128,0.7611602100982264,12
LRCUSDTM-ADAUSDTM,-2.212003012775629,0.20191793412889547,15
LRCUSDTM-GALAUSDTM,-0.9985733879188461,0.753784269467076,19
LRCUSDTM-ENSUSDTM,-1.4158255684314425,0.5746660680387434,12
LRCUSDTM-AAVEUSDTM,-1.1964985070277514,0.675100149091777,12
LRCUSDTM-ATOMUSDTM,-0.4909125921955638,0.8937776768807205,12
LRCUSDTM-SUSHIUSDTM,-0.8237942827999772,0.8120325719953899,12
LRCUSDTM-SXPUSDTM,-1.1224572162968816,0.7060336516232898,12
LRCUSDTM-ROSEUSDTM,-1.1340332128398247,0.7013108474568774,12
LRCUSDTM-WAXPUSDTM,-0.8164512399882661,0.8142418131871785,12
LRCUSDTM-API3USDTM,-0.9020477561298316,0.7872973141748811,12
LRCUSDTM-BATUSDTM,-0.5009085566825622,0.8918390758417127,12
LRCUSDTM-RNDRUSDTM,-0.8380363942032729,0.8076931100934889,12
LRCUSDTM-DYDXUSDTM,-0.8778663537134623,0.7951739393185664,12
LRCUSDTM-AXSUSDTM,-1.893241790922205,0.3352470342562116,12
LRCUSDTM-BSVUSDTM,-1.2827528404466517,0.6370255099721629,6
LRCUSDTM-CRVUSDTM,-0.7550269477240358,0.8319770701961449,12
LRCUSDTM-COMPUSDTM,-0.4946590869722928,0.8930545326922692,12
LRCUSDTM-XTZUSDTM,-0.8957786516749705,0.7893593893188163,18
LRCUSDTM-KNCUSDTM,-0.585088872065469,0.8743158592601077,10
LRCUSDTM-HBARUSDTM,-0.7072860576574856,0.8448532471997301,12
LRCUSDTM-THETAUSDTM,-0.802928816758957,0.8182602355998468,12
LRCUSDTM-XMRUSDTM,-0.5555875473091026,0.8807050050886188,12
LRCUSDTM-OCEANUSDTM,-1.8181391262069748,0.371494030532786,7
LRCUSDTM-DASHUSDTM,-1.79349961139742,0.38369369848223456,13
LRCUSDTM-MIRUSDTM,-0.3982079166477263,0.9103975613974971,12
LRCUSDTM-CHRUSDTM,-0.9531683549113243,0.7699597781031651,12
LRCUSDTM-GRTUSDTM,-0.6300702645020737,0.8640416007512581,12
LRCUSDTM-LINKUSDTM,-0.8685400384569837,0.7981560512948076,15
LRCUSDTM-DOGEUSDTM,-0.9254379074940069,0.7794799774772148,14
LRCUSDTM-XLMUSDTM,-0.875125887424307,0.7960534296352457,12
LRCUSDTM-NEOUSDTM,-1.1980875167511957,0.6744178723611185,12
LRCUSDTM-UNIUSDTM,-1.0685064338765389,0.7274664239671979,12
LRCUSDTM-XEMUSDTM,-0.7863804161442143,0.8230900178285803,12
LRCUSDTM-ETCUSDTM,-1.912334761347877,0.3262808840024941,12
LRCUSDTM-CELOUSDTM,-0.8475529048544894,0.8047533118332146,12
LRCUSDTM-SOSUSDTM,-1.2773037232809645,0.6394908741002825,12
LRCUSDTM-SANDUSDTM,-0.6018582130038967,0.8705615937978294,12
LRCUSDTM-IOSTUSDTM,-0.9110306939476962,0.7843181504039964,12
LRCUSDTM-KSMUSDTM,-1.4326255522942928,0.5665389766310246,10
LRCUSDTM-YFIUSDTM,-0.6079924053732538,0.8691658243529494,12
LRCUSDTM-ENJUSDTM,-1.3749866580788892,0.5942073617000011,18
LRCUSDTM-NEARUSDTM,-0.8602074285714432,0.8007941814543982,14
LRCUSDTM-MATICUSDTM,-0.717594102307261,0.8421394835226685,12
LRCUSDTM-IMXUSDTM,-1.3186431992212824,0.6206004565122575,17
LRCUSDTM-OMGUSDTM,-1.0769681285356476,0.7241688213540103,14
LRCUSDTM-NFTUSDTM,-0.743522832430147,0.8351518545878504,15
LRCUSDTM-C98USDTM,-1.2319843440577067,0.6596877883028335,10
LRCUSDTM-SHIBUSDTM,-0.5140858762375564,0.8892382973376793,12
LRCUSDTM-ALGOUSDTM,-1.4970107812748088,0.5349895409899611,10
LRCUSDTM-SOLUSDTM,-1.1676521014745225,0.687353930825464,15
AGLDUSDTM-FLOWUSDTM,-1.3365135674498219,0.6123062406289224,11
AGLDUSDTM-EOSUSDTM,-1.4353039232772649,0.5652388965262208,11
AGLDUSDTM-RVNUSDTM,-1.5585010099572028,0.5043991396085816,18
AGLDUSDTM-CHZUSDTM,-1.2326401865243954,0.6593995354343779,11
AGLDUSDTM-QTUMUSDTM,-1.710842070680406,0.4255351514616892,11
AGLDUSDTM-ICPUSDTM,-1.3473436807156516,0.6072440365395178,11
AGLDUSDTM-ALICEUSDTM,-1.2606714372465373,0.6469677260495938,10
AGLDUSDTM-LINAUSDTM,-1.4451300108724936,0.5604593702866947,11
AGLDUSDTM-DOTUSDM,-1.139441953090278,0.6990894650089828,11
AGLDUSDTM-WAVESUSDTM,-0.8649144249870626,0.7993069745659284,11
AGLDUSDTM-LTCUSDTM,-1.2072213851890616,0.6704815651761715,11
AGLDUSDTM-CTSIUSDTM,-1.1911897656714776,0.6773741232109916,11
AGLDUSDTM-LUNAUSDTM,-1.07263502640401,0.7258604804561455,11
AGLDUSDTM-CROUSDTM,-1.20175696902755,0.6728394519038966,11
AGLDUSDTM-TRXUSDTM,-1.1863057051716168,0.6794587362491833,11
AGLDUSDTM-IOTXUSDTM,-1.2113899638369174,0.6686769456499985,10
AGLDUSDTM-FILUSDTM,-1.348206750169346,0.6068394947984296,11
AGLDUSDTM-DGBUSDTM,-1.4219112836882815,0.5717276706239433,10
AGLDUSDTM-ADAUSDTM,-1.5534884152356723,0.5069052259820711,11
AGLDUSDTM-GALAUSDTM,-1.237239667851128,0.6573745929576149,11
AGLDUSDTM-ENSUSDTM,-1.653811594892326,0.4550533307412511,9
AGLDUSDTM-AAVEUSDTM,-1.3837420615133664,0.5900450856990995,10
AGLDUSDTM-ATOMUSDTM,-0.9413177273432634,0.7740616708648724,11
AGLDUSDTM-SUSHIUSDTM,-1.1202942587436033,0.7069113126440942,11
AGLDUSDTM-SXPUSDTM,-1.1317730035094262,0.7022363534667102,12
AGLDUSDTM-ROSEUSDTM,-1.4855205698164489,0.5406615598155595,10
AGLDUSDTM-WAXPUSDTM,-1.2604977295826387,0.6470454261031338,11
AGLDUSDTM-API3USDTM,-1.5095443833209514,0.5287846962704484,10
AGLDUSDTM-BATUSDTM,-0.9548333785144089,0.7693794682117706,9
AGLDUSDTM-RNDRUSDTM,-1.11591503121556,0.7086836254247394,11
AGLDUSDTM-DYDXUSDTM,-1.2124487716652905,0.6682177701467332,11
AGLDUSDTM-AXSUSDTM,-1.1537892639009788,0.6931520725625726,11
AGLDUSDTM-BSVUSDTM,-1.2826075310220875,0.6370913524621368,11
AGLDUSDTM-CRVUSDTM,-1.1668694173780667,0.6876828759848912,12
AGLDUSDTM-COMPUSDTM,-0.8301340732767027,0.8101097841523546,11
AGLDUSDTM-XTZUSDTM,-1.2290988612850575,0.6609545590316659,11
AGLDUSDTM-KNCUSDTM,-0.6551512108745143,0.8580269967098371,10
AGLDUSDTM-HBARUSDTM,-1.2450928056448722,0.6539035574638326,11
AGLDUSDTM-THETAUSDTM,-1.301567353589365,0.6284549427764188,11
AGLDUSDTM-XMRUSDTM,-1.1058099134518546,0.712749426032523,11
AGLDUSDTM-OCEANUSDTM,-1.9255141978282329,0.3201552439803875,9
AGLDUSDTM-DASHUSDTM,-1.7869888848967235,0.3869402153753784,9
AGLDUSDTM-MIRUSDTM,-1.1691138541793757,0.6867390822648789,9
AGLDUSDTM-CHRUSDTM,-1.3392579962640736,0.6110259381586541,11
AGLDUSDTM-GRTUSDTM,-0.8484573108147114,0.8044722495357343,11
AGLDUSDTM-LINKUSDTM,-1.0398645767940267,0.7384484630596184,11
AGLDUSDTM-DOGEUSDTM,-1.4277565563408732,0.5688993350793,11
AGLDUSDTM-XLMUSDTM,-1.2829715746991976,0.6369263870298985,11
AGLDUSDTM-NEOUSDTM,-1.4264260668324453,0.5695436275149734,11
AGLDUSDTM-UNIUSDTM,-1.285031004546469,0.635992520168763,11
AGLDUSDTM-XEMUSDTM,-1.1340092513736957,0.7013206677203149,11
AGLDUSDTM-ETCUSDTM,-1.485709159060227,0.5405685969760492,11
AGLDUSDTM-CELOUSDTM,-1.2669258035999236,0.644164744858281,11
AGLDUSDTM-SOSUSDTM,-1.5077172927102456,0.5296903087917423,11
AGLDUSDTM-SANDUSDTM,-1.1097557924250392,0.711165768396965,11
AGLDUSDTM-IOSTUSDTM,-1.281336849162808,0.6376668908764651,11
AGLDUSDTM-KSMUSDTM,-1.4618136989003687,0.5523099516204802,11
AGLDUSDTM-YFIUSDTM,-1.0898093929597585,0.7191186448490698,11
AGLDUSDTM-ENJUSDTM,-1.3422505097429775,0.6096279616449648,11
AGLDUSDTM-NEARUSDTM,-1.2685138448467534,0.6434513834473958,11
AGLDUSDTM-MATICUSDTM,-1.1916350807787188,0.6771836979988819,11
AGLDUSDTM-IMXUSDTM,-2.2583345982588874,0.18575805900012193,10
AGLDUSDTM-OMGUSDTM,-1.638583679418556,0.4630009570429614,11
AGLDUSDTM-NFTUSDTM,-1.3538406529864127,0.6041947251014179,11
AGLDUSDTM-C98USDTM,-1.3843771801805789,0.5897425563359446,11
AGLDUSDTM-SHIBUSDTM,-1.2470649774166631,0.6530291860932335,11
AGLDUSDTM-ALGOUSDTM,-1.428099387523309,0.5687332698252108,11
AGLDUSDTM-SOLUSDTM,-1.2734125648162515,0.6412466390331483,11
FLOWUSDTM-EOSUSDTM,-1.8496673179216194,0.35609666373281057,6
FLOWUSDTM-RVNUSDTM,-2.9669421623922445,0.03809904779798938,5
FLOWUSDTM-CHZUSDTM,-1.8109703329848383,0.37502899016869146,5
FLOWUSDTM-QTUMUSDTM,-0.24921820661595345,0.9323949706209562,5
FLOWUSDTM-ICPUSDTM,-2.3326344219653565,0.161658595056907,1
FLOWUSDTM-ALICEUSDTM,-2.4078786988844123,0.13952504093500967,4
FLOWUSDTM-LINAUSDTM,-2.5187356201895255,0.11098203972373472,3
FLOWUSDTM-DOTUSDM,-1.9107662810922468,0.32701338615079134,5
FLOWUSDTM-WAVESUSDTM,-1.990831536937351,0.2906075636897447,8
FLOWUSDTM-LTCUSDTM,-2.843588179989358,0.052312192117775054,6
FLOWUSDTM-CTSIUSDTM,-3.2826566506118824,0.015671747243848035,8
FLOWUSDTM-LUNAUSDTM,-0.8110816529559131,0.8158452234480753,5
FLOWUSDTM-CROUSDTM,-1.9325186367627298,0.31692129706083866,5
FLOWUSDTM-TRXUSDTM,-1.276889279818019,0.6396780669931024,4
FLOWUSDTM-IOTXUSDTM,-2.013233537548577,0.2808009676527275,5
FLOWUSDTM-FILUSDTM,-1.8750213115768122,0.3439015524180352,4
FLOWUSDTM-DGBUSDTM,-3.403446313928219,0.010841946552360851,5
FLOWUSDTM-ADAUSDTM,-0.3623502939566604,0.9161976940710905,4
FLOWUSDTM-GALAUSDTM,-2.8646340648452493,0.04961784982487839,5
FLOWUSDTM-ENSUSDTM,-2.2510606206284747,0.18823771673666045,8
FLOWUSDTM-AAVEUSDTM,-1.63155813421061,0.4666752290617932,11
FLOWUSDTM-ATOMUSDTM,-0.7713825837544059,0.8273840453700088,5
FLOWUSDTM-SUSHIUSDTM,-2.123993402164582,0.23497681053338426,11
FLOWUSDTM-SXPUSDTM,-2.464367868555862,0.12438642111053427,4
